gender,age_group,country,product_name,category,quantity,unit_price,order_status,payment_method,review_text
Male,Adults,Australia,Sony Headphones,Electronics,2,199,Delivered,Cash on Delivery,bad
Other,Adults,China,Yoga Mat,Sports,2,25,Shipped,Cash on Delivery,average
Male,Senior,Australia,iPhone 14,Electronics,4,999,Returned,Credit Card,bad
Male,Adults,France,iPhone 14,Electronics,1,999,Cancelled,Credit Card,bad
Female,Adults,India,Harry Potter Box Set,Books,4,80,Pending,Credit Card,good
Male,Teenagers,France,Kindle Paperwhite,Books,3,129,Delivered,Cash on Delivery,very good
Female,Adults,Australia,Wilson Tennis Racket,Sports,4,149,Pending,PayPal,good
Female,Teenagers,Germany,Instant Pot,Home & Kitchen,2,99,Shipped,Cash on Delivery,very bad
Female,Adults,China,Lego Star Wars Set,Toys,2,59,Delivered,Credit Card,good
Female,Adults,Australia,Lego Star Wars Set,Toys,1,59,Pending,Cash on Delivery,average
Male,Adults,UK,Wilson Tennis Racket,Sports,2,149,Shipped,Credit Card,very good
Female,Teenagers,Brazil,Harry Potter Box Set,Books,3,80,Shipped,Cash on Delivery,average
Female,Senior,Australia,Samsung Galaxy S23,Electronics,3,899,Pending,Credit Card,very good
Other,Senior,Canada,Lego Star Wars Set,Toys,5,59,Cancelled,Credit Card,very bad
Other,Teenagers,Germany,Harry Potter Box Set,Books,1,80,Shipped,Cash on Delivery,average
Male,Senior,Brazil,iPhone 14,Electronics,1,999,Pending,Credit Card,average
Male,Senior,Australia,Lego Star Wars Set,Toys,4,59,Delivered,Cash on Delivery,average
Female,Senior,Japan,iPhone 14,Electronics,5,999,Pending,Credit Card,good
Female,Teenagers,Japan,iPhone 14,Electronics,4,999,Returned,PayPal,bad
Female,Adults,Germany,Barbie Dreamhouse,Toys,3,199,Returned,PayPal,very good
Male,Senior,Germany,Fitbit Versa 3,Electronics,4,229,Delivered,Credit Card,very good
Other,Adults,Brazil,Harry Potter Box Set,Books,4,80,Cancelled,Credit Card,very good
Male,Senior,Brazil,Levi's Jeans,Apparel,2,59,Shipped,Cash on Delivery,bad
Other,Senior,China,iPhone 14,Electronics,1,999,Cancelled,PayPal,very good
Other,Teenagers,Japan,Levi's Jeans,Apparel,5,59,Pending,Cash on Delivery,very bad
Other,Teenagers,India,Instant Pot,Home & Kitchen,4,99,Cancelled,Credit Card,very good
Female,Adults,France,Wilson Tennis Racket,Sports,3,149,Delivered,PayPal,very bad
Male,Adults,UK,Samsung Galaxy S23,Electronics,4,899,Delivered,PayPal,bad
Other,Senior,USA,Dyson Vacuum,Home & Kitchen,4,399,Shipped,Credit Card,very bad
Male,Teenagers,Australia,iPhone 14,Electronics,1,999,Pending,PayPal,good
Male,Teenagers,China,Kindle Paperwhite,Books,5,129,Cancelled,PayPal,good
Male,Adults,Australia,Levi's Jeans,Apparel,5,59,Shipped,Cash on Delivery,very good
Female,Teenagers,China,Levi's Jeans,Apparel,5,59,Cancelled,Credit Card,very good
Other,Adults,France,Dyson Vacuum,Home & Kitchen,4,399,Pending,PayPal,bad
Other,Senior,China,Barbie Dreamhouse,Toys,2,199,Delivered,Credit Card,bad
Other,Adults,Australia,Kindle Paperwhite,Books,1,129,Cancelled,Credit Card,very bad
Other,Teenagers,Canada,Lego Star Wars Set,Toys,1,59,Shipped,PayPal,bad
Other,Senior,Germany,Barbie Dreamhouse,Toys,1,199,Shipped,PayPal,bad
Female,Teenagers,Japan,Barbie Dreamhouse,Toys,5,199,Delivered,PayPal,very bad
Other,Senior,France,Barbie Dreamhouse,Toys,5,199,Shipped,PayPal,good
Other,Teenagers,Japan,Harry Potter Box Set,Books,3,80,Cancelled,Cash on Delivery,good
Female,Teenagers,France,Levi's Jeans,Apparel,4,59,Delivered,Cash on Delivery,good
Other,Senior,USA,Sony Headphones,Electronics,2,199,Delivered,Cash on Delivery,bad
Female,Senior,USA,Dyson Vacuum,Home & Kitchen,3,399,Cancelled,Credit Card,bad
Other,Teenagers,India,Instant Pot,Home & Kitchen,5,99,Pending,PayPal,good
Other,Adults,Japan,Samsung Galaxy S23,Electronics,5,899,Returned,Cash on Delivery,average
Male,Teenagers,India,Dyson Vacuum,Home & Kitchen,1,399,Pending,Credit Card,good
Male,Adults,USA,Fitbit Versa 3,Electronics,5,229,Cancelled,Credit Card,bad
Other,Senior,China,Samsung Galaxy S23,Electronics,2,899,Returned,Credit Card,very good
Male,Adults,Japan,Yoga Mat,Sports,1,25,Cancelled,Credit Card,very bad
Female,Teenagers,Australia,Sony Headphones,Electronics,5,199,Returned,Credit Card,good
Female,Teenagers,Australia,Dyson Vacuum,Home & Kitchen,2,399,Delivered,PayPal,bad
Female,Teenagers,Australia,Samsung Galaxy S23,Electronics,5,899,Returned,PayPal,good
Female,Senior,Germany,iPhone 14,Electronics,2,999,Cancelled,PayPal,very good
Other,Adults,UK,Nike Air Max,Apparel,4,120,Pending,Cash on Delivery,bad
Other,Teenagers,Japan,Nike Air Max,Apparel,3,120,Shipped,Cash on Delivery,good
Other,Senior,Brazil,Sony Headphones,Electronics,1,199,Cancelled,Credit Card,average
Other,Teenagers,USA,Dyson Vacuum,Home & Kitchen,1,399,Returned,Credit Card,very bad
Other,Senior,China,Samsung Galaxy S23,Electronics,3,899,Shipped,Cash on Delivery,good
Other,Adults,India,Kindle Paperwhite,Books,1,129,Cancelled,Cash on Delivery,bad
Other,Senior,Germany,Yoga Mat,Sports,4,25,Delivered,Credit Card,very good
Other,Senior,Brazil,Instant Pot,Home & Kitchen,5,99,Delivered,Credit Card,average
Male,Senior,Australia,Instant Pot,Home & Kitchen,5,99,Cancelled,Cash on Delivery,very good
Male,Senior,Brazil,iPhone 14,Electronics,3,999,Shipped,PayPal,average
Female,Adults,USA,Lego Star Wars Set,Toys,2,59,Shipped,PayPal,good
Other,Senior,India,Samsung Galaxy S23,Electronics,4,899,Cancelled,Credit Card,bad
Other,Senior,USA,Barbie Dreamhouse,Toys,2,199,Returned,PayPal,very bad
Male,Teenagers,China,Kindle Paperwhite,Books,1,129,Pending,Cash on Delivery,very bad
Female,Adults,Japan,Samsung Galaxy S23,Electronics,2,899,Delivered,Credit Card,bad
Male,Senior,China,Yoga Mat,Sports,4,25,Shipped,Credit Card,very bad
Female,Teenagers,Germany,Instant Pot,Home & Kitchen,5,99,Pending,PayPal,very good
Other,Adults,USA,Nike Air Max,Apparel,5,120,Returned,Credit Card,average
Female,Senior,Canada,Adidas Running Shoes,Apparel,4,110,Delivered,Cash on Delivery,very bad
Male,Teenagers,China,Dyson Vacuum,Home & Kitchen,5,399,Cancelled,PayPal,very good
Other,Senior,Brazil,Sony Headphones,Electronics,3,199,Shipped,Credit Card,very bad
Male,Senior,Brazil,Sony Headphones,Electronics,1,199,Shipped,Cash on Delivery,average
Female,Senior,Brazil,Instant Pot,Home & Kitchen,2,99,Cancelled,Cash on Delivery,very good
Male,Adults,USA,iPhone 14,Electronics,4,999,Pending,PayPal,very bad
Other,Teenagers,India,iPhone 14,Electronics,1,999,Pending,Credit Card,bad
Female,Senior,Germany,Adidas Running Shoes,Apparel,4,110,Shipped,Cash on Delivery,average
Female,Teenagers,China,Dyson Vacuum,Home & Kitchen,4,399,Delivered,Credit Card,very bad
Male,Adults,China,Nike Air Max,Apparel,5,120,Cancelled,PayPal,good
Female,Teenagers,UK,iPhone 14,Electronics,1,999,Cancelled,Cash on Delivery,good
Male,Senior,Japan,Nike Air Max,Apparel,1,120,Shipped,Credit Card,very bad
Male,Senior,USA,Fitbit Versa 3,Electronics,3,229,Delivered,PayPal,good
Other,Senior,USA,iPhone 14,Electronics,4,999,Returned,PayPal,good
Female,Adults,Brazil,Nike Air Max,Apparel,3,120,Cancelled,PayPal,bad
Female,Adults,UK,Fitbit Versa 3,Electronics,1,229,Pending,Cash on Delivery,very bad
Male,Teenagers,Canada,Barbie Dreamhouse,Toys,2,199,Shipped,Credit Card,good
Other,Adults,UK,Adidas Running Shoes,Apparel,3,110,Shipped,PayPal,bad
Female,Senior,Germany,Dyson Vacuum,Home & Kitchen,2,399,Delivered,Credit Card,very good
Other,Senior,UK,Lego Star Wars Set,Toys,4,59,Pending,Cash on Delivery,average
Male,Teenagers,UK,Harry Potter Box Set,Books,2,80,Pending,PayPal,bad
Male,Senior,USA,Nike Air Max,Apparel,3,120,Pending,Credit Card,good
Male,Adults,Germany,Yoga Mat,Sports,5,25,Returned,PayPal,average
Female,Adults,Canada,Levi's Jeans,Apparel,3,59,Returned,Cash on Delivery,very bad
Female,Teenagers,France,Harry Potter Box Set,Books,1,80,Returned,Credit Card,good
Female,Teenagers,UK,Wilson Tennis Racket,Sports,1,149,Cancelled,Cash on Delivery,bad
Male,Adults,Brazil,Levi's Jeans,Apparel,1,59,Delivered,Cash on Delivery,good
Other,Adults,China,Levi's Jeans,Apparel,4,59,Delivered,PayPal,good
Male,Senior,Australia,Kindle Paperwhite,Books,5,129,Returned,Cash on Delivery,very bad
Female,Adults,Australia,Lego Star Wars Set,Toys,2,59,Cancelled,Cash on Delivery,average
Male,Adults,France,Nike Air Max,Apparel,4,120,Delivered,PayPal,average
Other,Teenagers,France,Sony Headphones,Electronics,2,199,Returned,Cash on Delivery,bad
Other,Adults,China,Dyson Vacuum,Home & Kitchen,5,399,Shipped,Cash on Delivery,good
Female,Senior,Australia,Harry Potter Box Set,Books,3,80,Pending,Credit Card,very bad
Male,Adults,Germany,Instant Pot,Home & Kitchen,2,99,Pending,PayPal,bad
Male,Adults,France,Samsung Galaxy S23,Electronics,2,899,Delivered,PayPal,average
Female,Teenagers,India,Yoga Mat,Sports,4,25,Returned,Cash on Delivery,very bad
Female,Teenagers,USA,Harry Potter Box Set,Books,2,80,Cancelled,Cash on Delivery,good
Male,Teenagers,UK,Instant Pot,Home & Kitchen,2,99,Shipped,Credit Card,average
Female,Senior,Brazil,Dyson Vacuum,Home & Kitchen,4,399,Returned,Cash on Delivery,very good
Male,Senior,India,Dyson Vacuum,Home & Kitchen,5,399,Pending,Cash on Delivery,good
Male,Senior,Brazil,Samsung Galaxy S23,Electronics,5,899,Pending,PayPal,average
Other,Adults,Australia,Adidas Running Shoes,Apparel,4,110,Cancelled,Credit Card,bad
Other,Teenagers,India,Wilson Tennis Racket,Sports,2,149,Shipped,Cash on Delivery,bad
Female,Teenagers,India,Barbie Dreamhouse,Toys,4,199,Returned,PayPal,good
Male,Teenagers,Brazil,Fitbit Versa 3,Electronics,2,229,Shipped,Credit Card,very good
Other,Teenagers,Brazil,Samsung Galaxy S23,Electronics,1,899,Cancelled,Cash on Delivery,very bad
Male,Teenagers,UK,Instant Pot,Home & Kitchen,2,99,Shipped,PayPal,bad
Male,Teenagers,Germany,Nike Air Max,Apparel,3,120,Shipped,PayPal,bad
Male,Teenagers,India,Sony Headphones,Electronics,4,199,Cancelled,Cash on Delivery,bad
Other,Senior,UK,Levi's Jeans,Apparel,5,59,Cancelled,Credit Card,average
Male,Teenagers,Canada,Nike Air Max,Apparel,2,120,Returned,PayPal,bad
Female,Teenagers,France,Barbie Dreamhouse,Toys,1,199,Shipped,Cash on Delivery,good
Male,Adults,Canada,Barbie Dreamhouse,Toys,4,199,Pending,PayPal,good
Male,Senior,UK,Samsung Galaxy S23,Electronics,3,899,Delivered,PayPal,very bad
Female,Senior,Australia,Adidas Running Shoes,Apparel,5,110,Cancelled,Credit Card,good
Female,Senior,Australia,Fitbit Versa 3,Electronics,2,229,Returned,Credit Card,good
Other,Teenagers,India,iPhone 14,Electronics,2,999,Delivered,Credit Card,average
Male,Senior,France,Kindle Paperwhite,Books,3,129,Shipped,PayPal,very good
Male,Adults,China,Fitbit Versa 3,Electronics,4,229,Pending,PayPal,bad
Other,Adults,China,Levi's Jeans,Apparel,4,59,Delivered,Credit Card,average
Female,Adults,USA,Harry Potter Box Set,Books,2,80,Shipped,PayPal,average
Female,Senior,Brazil,Harry Potter Box Set,Books,4,80,Returned,Credit Card,bad
Male,Adults,Australia,Yoga Mat,Sports,3,25,Returned,PayPal,average
Other,Teenagers,India,iPhone 14,Electronics,2,999,Cancelled,Cash on Delivery,bad
Female,Adults,France,Samsung Galaxy S23,Electronics,2,899,Pending,Credit Card,average
Male,Senior,Japan,Sony Headphones,Electronics,5,199,Returned,Cash on Delivery,very good
Other,Adults,UK,Harry Potter Box Set,Books,5,80,Cancelled,PayPal,very good
Other,Adults,Brazil,Wilson Tennis Racket,Sports,1,149,Returned,Credit Card,very good
Other,Teenagers,USA,Kindle Paperwhite,Books,4,129,Pending,Cash on Delivery,very bad
Female,Adults,Australia,Dyson Vacuum,Home & Kitchen,1,399,Pending,PayPal,average
Female,Teenagers,India,Sony Headphones,Electronics,4,199,Returned,Credit Card,good
Other,Senior,China,Yoga Mat,Sports,4,25,Cancelled,PayPal,very bad
Male,Adults,China,iPhone 14,Electronics,2,999,Shipped,PayPal,very bad
Male,Senior,France,iPhone 14,Electronics,3,999,Delivered,PayPal,very bad
Other,Teenagers,UK,Yoga Mat,Sports,4,25,Cancelled,PayPal,very good
Other,Senior,Australia,Fitbit Versa 3,Electronics,4,229,Cancelled,Cash on Delivery,average
Female,Adults,Brazil,Kindle Paperwhite,Books,3,129,Delivered,PayPal,very bad
Male,Adults,India,Nike Air Max,Apparel,5,120,Pending,Cash on Delivery,good
Female,Adults,France,Fitbit Versa 3,Electronics,3,229,Pending,Cash on Delivery,very good
Male,Adults,Australia,Sony Headphones,Electronics,5,199,Pending,Credit Card,very bad
Female,Senior,India,Instant Pot,Home & Kitchen,3,99,Pending,Cash on Delivery,very good
Female,Senior,Canada,Lego Star Wars Set,Toys,1,59,Shipped,PayPal,very bad
Other,Teenagers,France,Barbie Dreamhouse,Toys,2,199,Shipped,PayPal,bad
Other,Adults,India,Levi's Jeans,Apparel,1,59,Shipped,PayPal,bad
Other,Teenagers,France,Instant Pot,Home & Kitchen,2,99,Delivered,Credit Card,good
Other,Adults,UK,Harry Potter Box Set,Books,2,80,Shipped,PayPal,average
Male,Teenagers,Australia,Dyson Vacuum,Home & Kitchen,2,399,Shipped,Credit Card,good
Other,Teenagers,China,Barbie Dreamhouse,Toys,4,199,Cancelled,Cash on Delivery,good
Female,Teenagers,China,Samsung Galaxy S23,Electronics,1,899,Shipped,Credit Card,average
Female,Senior,USA,Wilson Tennis Racket,Sports,3,149,Pending,PayPal,bad
Female,Adults,France,Nike Air Max,Apparel,4,120,Pending,Cash on Delivery,very good
Female,Senior,France,Lego Star Wars Set,Toys,3,59,Pending,Cash on Delivery,bad
Female,Senior,UK,Yoga Mat,Sports,4,25,Pending,Credit Card,very good
Male,Senior,USA,Instant Pot,Home & Kitchen,2,99,Shipped,Credit Card,very bad
Male,Adults,Australia,Fitbit Versa 3,Electronics,1,229,Delivered,Credit Card,very bad
Female,Senior,China,Fitbit Versa 3,Electronics,2,229,Returned,Cash on Delivery,very good
Male,Adults,UK,Sony Headphones,Electronics,1,199,Returned,PayPal,average
Other,Teenagers,UK,Barbie Dreamhouse,Toys,5,199,Returned,PayPal,good
Male,Senior,UK,Kindle Paperwhite,Books,1,129,Cancelled,Credit Card,good
Male,Teenagers,UK,Harry Potter Box Set,Books,5,80,Returned,PayPal,very bad
Male,Senior,Canada,Wilson Tennis Racket,Sports,5,149,Delivered,Cash on Delivery,good
Male,Senior,Brazil,Sony Headphones,Electronics,3,199,Pending,Credit Card,bad
Other,Adults,Brazil,Dyson Vacuum,Home & Kitchen,2,399,Delivered,Cash on Delivery,good
Female,Teenagers,India,Kindle Paperwhite,Books,2,129,Returned,Credit Card,very good
Female,Senior,France,Dyson Vacuum,Home & Kitchen,1,399,Delivered,Cash on Delivery,very bad
Male,Teenagers,UK,Kindle Paperwhite,Books,4,129,Delivered,PayPal,bad
Other,Adults,Germany,Levi's Jeans,Apparel,2,59,Cancelled,PayPal,good
Male,Adults,Canada,Yoga Mat,Sports,4,25,Pending,Cash on Delivery,bad
Other,Teenagers,China,Samsung Galaxy S23,Electronics,5,899,Cancelled,Credit Card,very good
Other,Senior,USA,Lego Star Wars Set,Toys,2,59,Pending,PayPal,good
Male,Adults,UK,Wilson Tennis Racket,Sports,5,149,Cancelled,Credit Card,bad
Other,Senior,Brazil,Wilson Tennis Racket,Sports,3,149,Cancelled,Credit Card,very bad
Female,Senior,Japan,Harry Potter Box Set,Books,2,80,Cancelled,Cash on Delivery,bad
Female,Senior,Germany,Lego Star Wars Set,Toys,4,59,Delivered,PayPal,very bad
Female,Adults,India,Wilson Tennis Racket,Sports,3,149,Cancelled,PayPal,average
Other,Teenagers,Germany,Sony Headphones,Electronics,1,199,Shipped,Credit Card,good
Male,Adults,UK,iPhone 14,Electronics,5,999,Shipped,Credit Card,very good
Female,Teenagers,Germany,Samsung Galaxy S23,Electronics,1,899,Delivered,PayPal,very bad
Other,Senior,Brazil,Nike Air Max,Apparel,1,120,Pending,Cash on Delivery,very good
Male,Adults,China,Kindle Paperwhite,Books,1,129,Returned,Credit Card,good
Male,Senior,China,Sony Headphones,Electronics,2,199,Pending,PayPal,very bad
Male,Senior,China,Yoga Mat,Sports,5,25,Cancelled,Cash on Delivery,good
Male,Senior,Canada,Adidas Running Shoes,Apparel,4,110,Returned,PayPal,very bad
Male,Adults,Brazil,Lego Star Wars Set,Toys,5,59,Returned,Credit Card,good
Other,Senior,France,Instant Pot,Home & Kitchen,3,99,Shipped,PayPal,good
Male,Teenagers,UK,Barbie Dreamhouse,Toys,3,199,Returned,Credit Card,very bad
Other,Senior,Canada,Nike Air Max,Apparel,3,120,Delivered,Cash on Delivery,very good
Male,Adults,Australia,Lego Star Wars Set,Toys,1,59,Pending,Cash on Delivery,bad
Other,Teenagers,China,Yoga Mat,Sports,2,25,Pending,PayPal,very good
Other,Teenagers,UK,Levi's Jeans,Apparel,2,59,Pending,Credit Card,bad
Female,Teenagers,UK,Nike Air Max,Apparel,1,120,Shipped,Credit Card,good
Male,Teenagers,Brazil,Sony Headphones,Electronics,4,199,Returned,Cash on Delivery,very good
Female,Adults,France,Yoga Mat,Sports,4,25,Pending,Credit Card,very good
Other,Senior,India,iPhone 14,Electronics,4,999,Shipped,Credit Card,very good
Other,Adults,UK,Sony Headphones,Electronics,1,199,Delivered,Cash on Delivery,very good
Female,Senior,India,Yoga Mat,Sports,4,25,Delivered,Credit Card,very good
Female,Teenagers,USA,Sony Headphones,Electronics,3,199,Returned,PayPal,good
Male,Teenagers,France,Nike Air Max,Apparel,3,120,Pending,Cash on Delivery,very bad
Female,Adults,Brazil,Dyson Vacuum,Home & Kitchen,2,399,Pending,Cash on Delivery,average
Other,Adults,Brazil,Barbie Dreamhouse,Toys,3,199,Delivered,Credit Card,good
Male,Teenagers,Canada,Yoga Mat,Sports,3,25,Shipped,PayPal,bad
Female,Senior,Australia,Instant Pot,Home & Kitchen,2,99,Cancelled,Credit Card,very good
Female,Teenagers,UK,Harry Potter Box Set,Books,1,80,Delivered,Cash on Delivery,very good
Male,Adults,India,Samsung Galaxy S23,Electronics,5,899,Pending,Credit Card,good
Male,Adults,UK,Wilson Tennis Racket,Sports,4,149,Delivered,Credit Card,bad
Other,Senior,Germany,Samsung Galaxy S23,Electronics,5,899,Pending,Cash on Delivery,very bad
Other,Teenagers,China,iPhone 14,Electronics,2,999,Delivered,Cash on Delivery,very good
Other,Teenagers,China,Wilson Tennis Racket,Sports,1,149,Pending,PayPal,very good
Other,Teenagers,India,Levi's Jeans,Apparel,4,59,Cancelled,Cash on Delivery,very bad
Female,Senior,USA,Yoga Mat,Sports,3,25,Shipped,Cash on Delivery,bad
Female,Senior,Japan,Sony Headphones,Electronics,4,199,Returned,Cash on Delivery,good
Other,Senior,Germany,Nike Air Max,Apparel,5,120,Shipped,Credit Card,very good
Female,Senior,Brazil,Fitbit Versa 3,Electronics,5,229,Pending,Cash on Delivery,average
Female,Teenagers,France,iPhone 14,Electronics,3,999,Returned,Cash on Delivery,bad
Male,Senior,France,Instant Pot,Home & Kitchen,2,99,Pending,Credit Card,good
Female,Adults,UK,Dyson Vacuum,Home & Kitchen,4,399,Cancelled,Cash on Delivery,very bad
Male,Teenagers,China,Sony Headphones,Electronics,1,199,Pending,Credit Card,bad
Male,Adults,Australia,Barbie Dreamhouse,Toys,5,199,Delivered,Cash on Delivery,good
Female,Adults,Japan,Instant Pot,Home & Kitchen,3,99,Returned,Credit Card,bad
Female,Adults,China,Kindle Paperwhite,Books,3,129,Delivered,Cash on Delivery,very bad
Male,Adults,Japan,Harry Potter Box Set,Books,1,80,Returned,Cash on Delivery,very good
Female,Senior,Canada,Samsung Galaxy S23,Electronics,3,899,Cancelled,Cash on Delivery,very good
Male,Teenagers,Australia,Nike Air Max,Apparel,1,120,Pending,Cash on Delivery,good
Female,Senior,Brazil,Adidas Running Shoes,Apparel,2,110,Pending,Credit Card,average
Female,Teenagers,Brazil,iPhone 14,Electronics,1,999,Cancelled,Credit Card,very good
Female,Adults,France,Levi's Jeans,Apparel,4,59,Shipped,Cash on Delivery,very bad
Other,Senior,Australia,Dyson Vacuum,Home & Kitchen,4,399,Delivered,Cash on Delivery,bad
Female,Teenagers,Brazil,Dyson Vacuum,Home & Kitchen,1,399,Pending,PayPal,average
Female,Teenagers,Australia,Wilson Tennis Racket,Sports,5,149,Pending,Cash on Delivery,bad
Male,Senior,Canada,Sony Headphones,Electronics,1,199,Returned,PayPal,very bad
Other,Adults,Australia,Levi's Jeans,Apparel,5,59,Pending,Cash on Delivery,very good
Other,Adults,UK,Yoga Mat,Sports,2,25,Cancelled,Credit Card,average
Male,Adults,China,Barbie Dreamhouse,Toys,3,199,Delivered,Credit Card,bad
Female,Adults,Brazil,Levi's Jeans,Apparel,1,59,Returned,Credit Card,good
Female,Teenagers,India,Harry Potter Box Set,Books,3,80,Returned,PayPal,very good
Other,Adults,Canada,Wilson Tennis Racket,Sports,2,149,Shipped,PayPal,average
Other,Adults,China,Kindle Paperwhite,Books,1,129,Returned,Cash on Delivery,average
Other,Teenagers,Canada,Harry Potter Box Set,Books,5,80,Delivered,Cash on Delivery,average
Male,Teenagers,Japan,Nike Air Max,Apparel,4,120,Pending,Credit Card,very good
